window,loss,psnr,ssim,relative_error,time_per_window
1,0.004850529599934816,23.142108917236328,0.9390734434127808,11.718611717224121,1.103433609008789
2,0.0028273994103074074,25.486129760742188,0.9683769941329956,9.022159576416016,34.84441423416138
3,0.000269352865871042,35.69678497314453,0.9782225489616394,2.8019704818725586,72.14313530921936
4,0.00013805643538944423,38.59943389892578,0.9843229055404663,2.020078182220459,95.9514524936676
5,0.00014851758896838874,38.28221893310547,0.9791603088378906,2.114177942276001,2.4284510612487793
6,0.00013165849668439478,38.805511474609375,0.9863387942314148,2.0115418434143066,2.333434581756592
7,0.00015877786790952086,37.99209976196289,0.9840202331542969,2.232994318008423,2.2949047088623047
8,0.00022856066061649472,36.40998458862305,0.9860652089118958,2.7058887481689453,2.2600815296173096
9,0.00028403286705724895,35.46631622314453,0.9883872270584106,3.0371649265289307,2.2518651485443115
10,0.0003170815180055797,34.9882926940918,0.9873606562614441,3.273162603378296,2.252796173095703
11,0.0003862776793539524,34.131004333496094,0.9873673915863037,3.6547482013702393,2.238694906234741
12,0.0004396313743200153,33.56911087036133,0.9857208728790283,3.7939281463623047,2.2152140140533447
13,0.0007607495645061135,31.18758201599121,0.9827502369880676,5.0466814041137695,2.2206273078918457
14,0.000777658075094223,31.092113494873047,0.984393298625946,5.196234703063965,2.218353033065796
15,0.000579578394535929,32.36887741088867,0.9852296113967896,4.4228034019470215,2.2056527137756348
16,0.0006973785348236561,31.56531524658203,0.9845808744430542,4.720357894897461,2.2024483680725098
17,0.0006591465789824724,31.8101806640625,0.9789837598800659,4.608585357666016,2.185723066329956
18,0.0008060212130658329,30.93653678894043,0.9800899028778076,5.108266830444336,2.1862919330596924
19,0.0006810460472479463,31.668235778808594,0.978629469871521,4.873054027557373,2.1852173805236816
20,0.0004482776566874236,33.48453140258789,0.9792162775993347,4.0031538009643555,2.188783884048462
