window,loss,psnr,ssim,relative_error,time_per_window
1,0.006255704443901777,22.03723907470703,0.9061024785041809,13.308210372924805,2.7898120880126953
2,0.00378856947645545,24.215248107910156,0.9517067670822144,10.443702697753906,11.994993925094604
3,0.0017724422505125403,27.514278411865234,0.9631656408309937,7.187680721282959,2.416071891784668
4,0.0003919298469554633,34.06791687011719,0.9741807579994202,3.4036431312561035,2.3202011585235596
5,0.0001990312448469922,37.01078796386719,0.9810976982116699,2.447446823120117,2.3000919818878174
6,0.00016762810992076993,37.756534576416016,0.9828643798828125,2.2697503566741943,2.2612950801849365
7,0.00018004814046435058,37.44611358642578,0.9858404994010925,2.377863645553589,2.265176773071289
8,0.00023375032469630241,36.312477111816406,0.9856228828430176,2.736436367034912,2.2348291873931885
9,0.0002907559392042458,35.364715576171875,0.9863240718841553,3.072899580001831,2.229081153869629
10,0.0003353050851728767,34.745601654052734,0.9868652820587158,3.3659074306488037,2.273625135421753
11,0.00040594697929918766,33.915306091308594,0.9842084050178528,3.746642827987671,2.272857666015625
12,0.0005146579933352768,32.88481521606445,0.9836429357528687,4.104914665222168,2.276401996612549
13,0.0008490611216984689,30.71061134338379,0.9809153079986572,5.331562519073486,2.2867703437805176
14,0.0006928639486432076,31.593521118164062,0.9840424060821533,4.9047675132751465,2.2792770862579346
15,0.000625931250397116,32.03473663330078,0.9836441874504089,4.5962629318237305,2.2600998878479004
16,0.000780244474299252,31.077693939208984,0.982933759689331,4.992935657501221,2.295440196990967
17,0.0007653112406842411,31.16162109375,0.9798231720924377,4.9658732414245605,2.335731029510498
18,0.0009078250150196254,30.419979095458984,0.9787935018539429,5.421274662017822,2.3484647274017334
19,0.0007832480478100479,31.06100845336914,0.9738213419914246,5.225918292999268,2.2868499755859375
20,0.0005262733320705593,32.78788757324219,0.9742667078971863,4.337449550628662,2.2725329399108887
