window,loss,psnr,ssim,relative_error,time_per_window
1,0.00891919806599617,20.496742248535156,0.9054722785949707,15.890752792358398,6.933946132659912
2,0.0091646583750844,20.37883949279785,0.86037278175354,16.243330001831055,7.055263996124268
3,0.009522718377411366,20.212392807006836,0.8581448793411255,16.660316467285156,6.204669952392578
4,0.008917607367038727,20.497516632080078,0.8412289619445801,16.235437393188477,6.128737926483154
5,0.007807502988725901,21.074878692626953,0.8678994178771973,15.32882022857666,6.167501211166382
6,0.006352331023663282,21.970670700073242,0.875801682472229,13.972406387329102,6.3615710735321045
7,0.005227112676948309,22.8173828125,0.8758184313774109,12.812195777893066,6.416706085205078
8,0.004982766695320606,23.025293350219727,0.8663403391838074,12.634105682373047,6.548957109451294
9,0.00524090975522995,22.80593490600586,0.8654924631118774,13.04630184173584,6.712555646896362
10,0.005856615025550127,22.32353401184082,0.8805235028266907,14.06712818145752,6.976553201675415
11,0.006952004972845316,21.578901290893555,0.8773648738861084,15.50467586517334,8.681818723678589
12,0.007626084145158529,21.176984786987305,0.8801469206809998,15.801400184631348,8.865687131881714
13,0.00873416755348444,20.587785720825195,0.861859917640686,17.099985122680664,8.423851013183594
14,0.008649131283164024,20.63027572631836,0.8571764826774597,17.329286575317383,8.556753873825073
15,0.008686813525855541,20.61139678955078,0.8541088700294495,17.1226806640625,8.587483167648315
16,0.009585818275809288,20.18370819091797,0.8523113131523132,17.500690460205078,7.965159893035889
17,0.008935615420341492,20.48875617980957,0.8540496826171875,16.968318939208984,7.579818964004517
18,0.009903487749397755,20.04212188720703,0.8525801301002502,17.90582847595215,7.531750202178955
19,0.009743216447532177,20.11297607421875,0.8494827151298523,18.4316463470459,7.291424989700317
20,0.008331927470862865,20.792545318603516,0.8561831712722778,17.25843620300293,7.517875909805298
