window,loss,psnr,ssim,relative_error,time_per_window
1,0.008477181196212769,20.717485427856445,0.87895268201828,15.49199390411377,4.050840616226196
2,0.00846675131469965,20.72283172607422,0.8740398287773132,15.612602233886719,4.141416788101196
3,0.007996935397386551,20.97076416015625,0.8711152076721191,15.267380714416504,4.161628484725952
4,0.006295173428952694,22.009923934936523,0.8533858060836792,13.640920639038086,4.187114238739014
5,0.004303682129830122,23.661598205566406,0.8742483258247375,11.380797386169434,4.229957580566406
6,0.003192836418747902,24.958232879638672,0.904571533203125,9.905878067016602,4.361754417419434
7,0.0026626992039382458,25.746780395507812,0.92121821641922,9.144368171691895,4.4636006355285645
8,0.002671988448128104,25.731657028198242,0.9120314717292786,9.251805305480957,4.560321569442749
9,0.0029817477334290743,25.255290985107422,0.8910635709762573,9.840554237365723,4.5490357875823975
10,0.0035264058969914913,24.526676177978516,0.8815762996673584,10.915616989135742,4.489439964294434
11,0.004359951242804527,23.60518455505371,0.8778741955757141,12.278589248657227,4.376678705215454
12,0.004699384793639183,23.279590606689453,0.877959132194519,12.40410041809082,4.307701826095581
13,0.005378806963562965,22.693140029907227,0.8761069774627686,13.419241905212402,4.248342037200928
14,0.005275351461023092,22.777484893798828,0.8908567428588867,13.533811569213867,4.1800854206085205
15,0.0053359875455498695,22.72785186767578,0.8908087611198425,13.419888496398926,4.162305116653442
16,0.005966628901660442,22.24271011352539,0.8936348557472229,13.807183265686035,4.159984827041626
17,0.005371330305933952,22.699182510375977,0.8816913962364197,13.155807495117188,4.157446384429932
18,0.0062024290673434734,22.074382781982422,0.8875197768211365,14.170371055603027,4.1589484214782715
19,0.006806312128901482,21.670883178710938,0.8895106315612793,15.405255317687988,4.160959005355835
20,0.00585534842684865,22.324474334716797,0.8928686380386353,14.467887878417969,4.16305685043335
