epoch,loss,psnr,ssim,relative_error,time_per_epoch
1,0.05289097141044644,12.740334510803223,0.7493161559104919,41.26129913330078,0.43740344047546387
2,0.014507863061645856,18.376758575439453,0.8365307450294495,21.563623428344727,0.4075431823730469
3,0.011940392020803232,19.226402282714844,0.8431655168533325,19.554176330566406,0.40645480155944824
4,0.010737531424428407,19.68631935119629,0.8561298251152039,18.545719146728516,0.442000150680542
5,0.009321434405417396,20.304035186767578,0.8591266870498657,17.272605895996094,0.40281128883361816
6,0.008335007533717614,20.788562774658203,0.8727980256080627,16.335464477539062,0.3991053104400635
7,0.007244310879076903,21.39681625366211,0.8804270029067993,15.230664253234863,0.4021601676940918
8,0.0061101153707848145,22.14027214050293,0.894972562789917,13.981252670288086,0.4010136127471924
9,0.005310226581059396,22.7432861328125,0.8894691467285156,13.043533325195312,0.6341784000396729
10,0.0046934975141014615,23.277923583984375,0.8976617455482483,12.264883041381836,0.40354323387145996
11,0.004202529976072793,23.763105392456055,0.8984807133674622,11.598567962646484,0.39934682846069336
12,0.0037874211915410482,24.2133731842041,0.8965016007423401,11.012628555297852,0.410358190536499
13,0.0034495598430602024,24.620378494262695,0.9024749398231506,10.508502006530762,0.39766478538513184
14,0.003188931248867168,24.964263916015625,0.9045201539993286,10.100584983825684,0.3993411064147949
15,0.00298416035142369,25.24955940246582,0.9039888381958008,9.774209976196289,0.4017601013183594
16,0.0028228603903419124,25.489913940429688,0.9049469828605652,9.507448196411133,0.4034438133239746
17,0.002661959389045548,25.74563217163086,0.9052430987358093,9.231623649597168,0.39748358726501465
18,0.002530728762324613,25.970619201660156,0.907669186592102,8.99557113647461,0.3930675983428955
19,0.0024210048902135054,26.15784454345703,0.9091390371322632,8.803746223449707,0.4059913158416748
20,0.002313206576778052,26.357805252075195,0.9084622859954834,8.603384971618652,0.4034132957458496
21,0.0022379498651179555,26.498945236206055,0.9117486476898193,8.464715957641602,0.4119739532470703
22,0.0021275102469819384,26.722867965698242,0.9153649210929871,8.249285697937012,0.39875364303588867
23,0.0020717079661643277,26.835384368896484,0.9142819046974182,8.143113136291504,0.3956456184387207
24,0.0019838336246231427,27.026134490966797,0.9147891402244568,7.966233253479004,0.40452051162719727
25,0.001932654532048708,27.13521957397461,0.9136468768119812,7.866810321807861,0.39995765686035156
26,0.0018620329479185434,27.300533294677734,0.9178228378295898,7.71850061416626,0.4061713218688965
27,0.0018299839754875463,27.376432418823242,0.9181643128395081,7.65134859085083,0.39397764205932617
28,0.0017934743529902054,27.463428497314453,0.916749119758606,7.575097560882568,0.4404027462005615
29,0.0017324024945712434,27.6155948638916,0.9170346260070801,7.443546295166016,0.40984559059143066
30,0.0016709306980304134,27.7684383392334,0.9183674454689026,7.313708782196045,0.3961663246154785
31,0.0016445026715071155,27.838552474975586,0.9188895225524902,7.254910469055176,0.3991267681121826
32,0.0016245846076904295,27.890100479125977,0.9183064699172974,7.211981773376465,0.6307265758514404
33,0.0015690437800143487,28.044164657592773,0.9175930023193359,7.085188388824463,0.39814305305480957
34,0.0015430567392076438,28.119306564331055,0.9223776459693909,7.0241594314575195,0.3971521854400635
35,0.0015035932077668034,28.231754302978516,0.9203415513038635,6.933810710906982,0.396639347076416
36,0.0014777126959345948,28.307331085205078,0.9200132489204407,6.873741626739502,0.4067037105560303
37,0.0014364712249236898,28.431875228881836,0.9204981327056885,6.775880813598633,0.4044840335845947
38,0.0014047800527455716,28.526477813720703,0.9239016771316528,6.7024827003479,0.4080936908721924
39,0.0013760118073640536,28.614032745361328,0.9236785173416138,6.635262966156006,0.40952253341674805
40,0.0013618922631184643,28.657854080200195,0.9238225221633911,6.601870059967041,0.39940953254699707
41,0.001334496117823829,28.746719360351562,0.922806978225708,6.534669399261475,0.40070605278015137
42,0.0013149071019142866,28.811866760253906,0.9219715595245361,6.485841274261475,0.3926842212677002
43,0.0013087630997268627,28.833106994628906,0.9254476428031921,6.46999979019165,0.3959474563598633
44,0.0012738262840475028,28.94580841064453,0.9265192151069641,6.386592864990234,0.39048027992248535
45,0.0012515305447427987,29.021930694580078,0.925902783870697,6.330864906311035,0.39620351791381836
46,0.001234483477534153,29.08517074584961,0.9231160283088684,6.284939289093018,0.40756702423095703
47,0.0012154957087029917,29.150503158569336,0.9247714877128601,6.237844467163086,0.3916654586791992
48,0.0011978324663896973,29.21553611755371,0.9262083768844604,6.191313743591309,0.402707576751709
49,0.0011773464122178177,29.29306411743164,0.9259069561958313,6.136297702789307,0.39955615997314453
50,0.0011758599072121657,29.297691345214844,0.9265614748001099,6.133030414581299,0.39737725257873535
51,0.001149512331511897,29.39593505859375,0.9254577159881592,6.064051628112793,0.40106916427612305
52,0.0011450695635106128,29.411575317382812,0.9244626760482788,6.0531415939331055,0.4164888858795166
53,0.001118038830239899,29.513809204101562,0.9283658266067505,5.982314109802246,0.4198644161224365
54,0.0011125485851572682,29.536802291870117,0.9300829768180847,5.96649694442749,0.4114980697631836
55,0.0010898251046175854,29.63222312927246,0.9270126819610596,5.901311874389648,0.6396093368530273
56,0.00108524492847769,29.643596649169922,0.9300388097763062,5.893588066101074,0.3991999626159668
57,0.001067279185428141,29.71731948852539,0.9309361577033997,5.843777656555176,0.4001145362854004
58,0.0010623613365728839,29.73870277404785,0.9280893802642822,5.829409599304199,0.3999969959259033
59,0.0010516138897331145,29.78394317626953,0.928999125957489,5.799125671386719,0.40241360664367676
60,0.001044554818341007,29.810466766357422,0.9286757111549377,5.781444549560547,0.4100522994995117
61,0.0010177760984963523,29.922405242919922,0.9274134635925293,5.707416534423828,0.4043090343475342
62,0.001013453157681327,29.941757202148438,0.9280324578285217,5.6947126388549805,0.4067685604095459
63,0.001008147098428498,29.970947265625,0.928255021572113,5.6756062507629395,0.4037964344024658
64,0.0009917408930889976,30.036968231201172,0.9324489235877991,5.632631301879883,0.39670681953430176
65,0.0009849676560126962,30.065366744995117,0.9301260113716125,5.614243984222412,0.39885544776916504
66,0.0009829330990144697,30.074600219726562,0.930607259273529,5.608280181884766,0.39525651931762695
67,0.0009638832371610289,30.158199310302734,0.930114209651947,5.554561138153076,0.3956172466278076
68,0.0009473097888985649,30.232139587402344,0.9310027956962585,5.507477283477783,0.3981335163116455
69,0.000951807026957305,30.217735290527344,0.9283692240715027,5.516618251800537,0.3976879119873047
70,0.0009396142245700153,30.265918731689453,0.9310209155082703,5.486099720001221,0.4182395935058594
71,0.0009315950368405678,30.309188842773438,0.934170126914978,5.45883846282959,0.40491485595703125
72,0.0009320598809818665,30.305137634277344,0.9308240413665771,5.4613847732543945,0.40119218826293945
73,0.0009256289396524573,30.334762573242188,0.9298778772354126,5.442790508270264,0.40155911445617676
74,0.0008993729626616606,30.460437774658203,0.9289255142211914,5.364604473114014,0.3993349075317383
75,0.0009010730002326175,30.454452514648438,0.9320275783538818,5.368303298950195,0.39875173568725586
76,0.0008886308026446316,30.507680892944336,0.9330685138702393,5.335505962371826,0.40683484077453613
77,0.0008750856930139259,30.576112747192383,0.9309406280517578,5.29363489151001,0.42236924171447754
78,0.0008722606009821623,30.5946044921875,0.9324755072593689,5.282377243041992,0.39324331283569336
79,0.0008668392748894313,30.618297576904297,0.9299042820930481,5.267987251281738,0.6350829601287842
80,0.0008681534628312176,30.617570877075195,0.932645857334137,5.268429279327393,0.4013497829437256
81,0.0008613488115280723,30.64796257019043,0.9324334859848022,5.250026702880859,0.408034086227417
82,0.0008456466267279421,30.72667121887207,0.9328833222389221,5.202666759490967,0.39974331855773926
83,0.0008434384788135783,30.733003616333008,0.9336422085762024,5.198875427246094,0.3969552516937256
84,0.0008341501872144783,30.789169311523438,0.9320802688598633,5.165366172790527,0.4035367965698242
85,0.0008340976044284896,30.79157257080078,0.9328367710113525,5.163937568664551,0.39769840240478516
86,0.0008316951727745339,30.799314498901367,0.9334512948989868,5.159337520599365,0.397996187210083
87,0.0008297643261567617,30.812278747558594,0.9341066479682922,5.1516432762146,0.4011838436126709
88,0.0008202051696851134,30.8572998046875,0.932916522026062,5.125009059906006,0.4016427993774414
89,0.0008127013593016622,30.900508880615234,0.9330317974090576,5.0995774269104,0.39888906478881836
90,0.000809061550311386,30.92083168029785,0.9322106838226318,5.08765983581543,0.3993237018585205
91,0.0007941320151215992,30.99991798400879,0.9323523640632629,5.041545867919922,0.4007227420806885
92,0.0007895826666544264,31.022598266601562,0.9339776039123535,5.0283989906311035,0.40102291107177734
93,0.000792760204953643,31.01467514038086,0.9331268668174744,5.03298807144165,0.3969261646270752
94,0.0007855209584634465,31.05379295349121,0.932145357131958,5.010372161865234,0.41092944145202637
95,0.0007859836735476095,31.05483627319336,0.9346110820770264,5.009771347045898,0.39769649505615234
96,0.0007744874422384712,31.104427337646484,0.9341211318969727,4.981249809265137,0.3980386257171631
97,0.000769222866018446,31.140165328979492,0.9367064833641052,4.960795879364014,0.40313124656677246
98,0.0007720560948095786,31.1256046295166,0.9347700476646423,4.969119071960449,0.39981770515441895
99,0.0007597234854564214,31.192350387573242,0.9342374205589294,4.9310808181762695,0.40334439277648926
100,0.000749083899651081,31.252870559692383,0.9359865188598633,4.8968424797058105,0.4038567543029785
