window,loss,psnr,ssim,relative_error,time_per_window
1,0.0036464231088757515,24.344219207763672,0.829993724822998,10.102069854736328,0.4565153121948242
2,0.0009740839013829827,29.951194763183594,0.889656126499176,5.261330604553223,0.9195382595062256
3,0.0005599997821263969,32.41359329223633,0.9148720502853394,4.0113325119018555,0.9579100608825684
4,0.00041184056317433715,33.84624481201172,0.9254505634307861,3.4619908332824707,1.002718448638916
5,0.0003408588236197829,34.65974426269531,0.9308798313140869,3.175809144973755,1.0925569534301758
6,0.0003116732696071267,34.944847106933594,0.9347341656684875,3.0670347213745117,1.0633394718170166
7,0.00034682851401157677,34.58564376831055,0.9267656207084656,3.2697975635528564,0.978137731552124
8,0.0004291732329875231,33.65135955810547,0.9214373826980591,3.6764447689056396,0.9158918857574463
9,0.00040172290755435824,33.92285919189453,0.9271112084388733,3.5775177478790283,0.9707481861114502
10,0.0003609965497162193,34.41621017456055,0.9357296228408813,3.452320098876953,0.9697489738464355
11,0.0004213483480270952,33.73482131958008,0.9277734160423279,3.7733712196350098,0.9121172428131104
12,0.00041404596413485706,33.810550689697266,0.928524911403656,3.6487605571746826,1.002586841583252
13,0.00045026963925920427,33.4554443359375,0.9288378953933716,3.8658201694488525,0.9508266448974609
14,0.00043003898463211954,33.660911560058594,0.9414648413658142,3.852660894393921,0.9066338539123535
15,0.00034484430216252804,34.590972900390625,0.9479528069496155,3.387449026107788,0.91949462890625
16,0.0003437126288190484,34.63444519042969,0.9482650756835938,3.2936580181121826,0.9344601631164551
17,0.0003254666517022997,34.83292007446289,0.9462356567382812,3.2164204120635986,0.9932506084442139
18,0.00033515581162646413,34.74407958984375,0.9495728611946106,3.2729666233062744,1.0261259078979492
19,0.0004098325443919748,33.86712646484375,0.9507979154586792,3.7550415992736816,1.0261776447296143
20,0.0003472577955108136,34.58915328979492,0.9525514841079712,3.4864234924316406,0.9905338287353516
