window,loss,psnr,ssim,relative_error,time_per_window
1,0.008524245582520962,20.693439483642578,0.8772330284118652,15.534940719604492,3.990931272506714
2,0.00863085500895977,20.639461517333984,0.8816801905632019,15.763179779052734,12.178382873535156
3,0.008397516794502735,20.758493423461914,0.8790621757507324,15.64509391784668,4.987259387969971
4,0.007149522192776203,21.457229614257812,0.8802600502967834,14.53711986541748,4.832008600234985
5,0.004827745258808136,23.16255760192871,0.8888460993766785,12.05382251739502,4.990568161010742
6,0.0029524974524974823,25.29810333251953,0.9041178822517395,9.525754928588867,5.021166086196899
7,0.002126369858160615,26.72361183166504,0.9176174402236938,8.171692848205566,5.069817543029785
8,0.0023219112772494555,26.341543197631836,0.92988121509552,8.624463081359863,5.096157550811768
9,0.00281478650867939,25.50554656982422,0.9331488609313965,9.561077117919922,5.0177576541900635
10,0.003473633900284767,24.592161178588867,0.9243507385253906,10.833633422851562,4.91797137260437
11,0.004392032511532307,23.573345184326172,0.9228905439376831,12.323680877685547,4.8290276527404785
12,0.004611065145581961,23.361988067626953,0.9254211783409119,12.2869873046875,4.718193054199219
13,0.005130633246153593,22.898290634155273,0.9110179543495178,13.106009483337402,4.5843825340271
14,0.005004224833101034,23.00663185119629,0.907454252243042,13.181439399719238,4.49822735786438
15,0.005020421463996172,22.992599487304688,0.9015601873397827,13.017021179199219,4.478398084640503
16,0.005516058299690485,22.58371353149414,0.894457221031189,13.275626182556152,4.41260027885437
17,0.0052100918255746365,22.831546783447266,0.9012330770492554,12.956846237182617,4.4104485511779785
18,0.006361431907862425,21.964452743530273,0.8973328471183777,14.35085391998291,4.405221939086914
19,0.00709801260381937,21.488632202148438,0.8792402148246765,15.731904983520508,4.4175331592559814
20,0.006157665979117155,22.105838775634766,0.8759032487869263,14.836684226989746,4.399576187133789
