window,loss,psnr,ssim,relative_error,time_per_window
1,0.0070379385724663734,21.525545120239258,0.8936559557914734,14.115760803222656,0.34087109565734863
2,0.004420476034283638,23.545310974121094,0.9722113609313965,11.281100273132324,32.66038250923157
3,0.003532169386744499,24.51958465576172,0.9595149755477905,10.146669387817383,63.96331834793091
4,0.0031592987943440676,25.004093170166016,0.967208206653595,9.663516998291016,90.95942783355713
5,0.0016026170924305916,27.951702117919922,0.9323329329490662,6.944924354553223,1.5235145092010498
6,0.0007113696774467826,31.479045867919922,0.9661964178085327,4.6757612228393555,1.4121627807617188
7,0.0004981488455086946,33.02641296386719,0.9689632058143616,3.9552342891693115,1.383255958557129
8,0.0004914007149636745,33.08564376831055,0.9683055877685547,3.96759295463562,1.3567676544189453
9,0.000511897262185812,32.908172607421875,0.96910160779953,4.07732629776001,1.3106400966644287
10,0.0005520227132365108,32.58042907714844,0.9677402973175049,4.318775177001953,1.2936725616455078
11,0.0006356214871630073,31.968013763427734,0.9688911437988281,4.688209056854248,1.2592816352844238
12,0.0007580730016343296,31.202890396118164,0.9751617908477783,4.981960296630859,1.305248498916626
13,0.001214947085827589,29.15442657470703,0.9734622240066528,6.377694129943848,1.2636218070983887
14,0.0013512271689251065,28.69271469116211,0.973292887210846,6.849495887756348,1.280294418334961
15,0.0012557918671518564,29.010822296142578,0.9715589284896851,6.510290622711182,1.2528033256530762
16,0.0015219452325254679,28.17601203918457,0.9692786931991577,6.973328590393066,1.2259621620178223
17,0.0014452990144491196,28.400423049926758,0.9618486762046814,6.824258804321289,1.2282400131225586
18,0.0017607136396691203,27.543113708496094,0.9626429677009583,7.549961090087891,1.2228951454162598
19,0.001955198822543025,27.088090896606445,0.9580886363983154,8.256736755371094,1.2179124355316162
20,0.0014937494415789843,28.257221221923828,0.9591643810272217,7.307479381561279,1.270885944366455
