window,loss,psnr,ssim,relative_error,time_per_window
1,0.008774404413998127,20.567821502685547,0.8647633194923401,15.76124095916748,3.3130977153778076
2,0.009061053395271301,20.428211212158203,0.8700205683708191,16.151254653930664,5.365552663803101
3,0.009226889349520206,20.34944725036621,0.8685911297798157,16.399492263793945,3.878166913986206
4,0.00898154079914093,20.46649169921875,0.8491671681404114,16.293533325195312,3.7654502391815186
5,0.0077018518932163715,21.134048461914062,0.8619234561920166,15.224751472473145,3.7937018871307373
6,0.005263159982860088,22.787534713745117,0.8860930800437927,12.718266487121582,3.8364665508270264
7,0.0034470208920538425,24.625560760498047,0.8825174570083618,10.404341697692871,3.8978476524353027
8,0.0030860044062137604,25.106033325195312,0.904628336429596,9.942771911621094,3.9248480796813965
9,0.0033930239733308554,24.694129943847656,0.9034143686294556,10.497299194335938,4.011014223098755
10,0.004187965765595436,23.77996826171875,0.9071445465087891,11.895527839660645,4.1028547286987305
11,0.00534824887290597,22.717884063720703,0.9047115445137024,13.599203109741211,4.040873289108276
12,0.005843690130859613,22.333127975463867,0.8917713165283203,13.832107543945312,3.9312121868133545
13,0.0066861785016953945,21.748220443725586,0.8803551197052002,14.96146011352539,3.842355728149414
14,0.006320929620414972,21.992191314697266,0.8746034502983093,14.81442928314209,3.772735834121704
15,0.0060449279844760895,22.18608856201172,0.8857204914093018,14.283580780029297,3.748889446258545
16,0.0069477432407438755,21.58156394958496,0.8856796026229858,14.899184226989746,3.7232351303100586
17,0.006204318720847368,22.07305908203125,0.8763870000839233,14.139162063598633,3.657520294189453
18,0.006830019410699606,21.655780792236328,0.8807475566864014,14.870012283325195,3.612631320953369
19,0.007302113808691502,21.36551284790039,0.8692687153816223,15.956486701965332,3.6020641326904297
20,0.006320481654256582,21.992496490478516,0.8714528679847717,15.0315523147583,3.615471839904785
